url,title,price,body_type,city_fuel_economy,cylinder,doors,drivetrain,engine,exterior_colour,fuel_type,hwy_fuel_economy,interior_colour,kilometres,passengers,status,stock_number,transmission,trim
https://www.autotrader.ca/a/hyundai/santa%20fe%20sport/mississauga/ontario/5_65670901_20240201160221654/,2017 Hyundai Santa Fe Sport Premium,16488,SUV,12.0L/100km,4,,AWD,4 Cylinder Engine,Twilight Black,Gas,9.1L/100km,Black,74022,,Used,1239,Automatic,Sport Premium
https://www.autotrader.ca/a/gmc/canyon/niagara%20falls/ontario/5_65791245_on20070704163016228/,"2019 GMC Canyon Denali DENALI,LONGBOX,3.6L,LEATHER,NAV",33988,Truck,14.1L/100km,6,2,4x4,3.6L 6cyl,Smokey Quartz Metallic,Gas,10.0L/100km,,108887,,Used,06125,8 Speed Automatic,"Denali DENALI,LONGBOX,3.6L,LEATHER,NAV"
https://www.autotrader.ca/a/lexus/lc/vaughan/ontario/5_65725140_20151120114639071/,2021 Lexus LC LC 500/Carbon Fibre Roof/HUD/ADAPTIVE/CLEAN CARFAX,95898,Coupe,15.1L/100km,8,2,RWD,8 Cylinder Engine,Infrared,Gas,9.6L/100km,Red,11102,4,Used,NM0101636,10 Speed Automatic,LC 500/Carbon Fibre Roof/HUD/ADAPTIVE/CLEAN CARFAX
https://www.autotrader.ca/a/chevrolet/corvette/richmond%20hill/ontario/5_65750192_on20070704162425760/,2019 Chevrolet Corvette 1LT- Z51-Style Wheels | Red Calipers,65993,Coupe,14.6L - 15.6L/100km,8,2,RWD,6.2L V8,Black,Gas,9.2L - 9.3L/100km,Black,18120,2,Used,U118060,7 Speed Manual,1LT- Z51-Style Wheels | Red Calipers
https://www.autotrader.ca/a/ford/escape/grimsby/ontario/5_65505436_20130830115012833/,2025 Ford Escape ST LINE | SELECT | TECH PKG | MEMORY PKG | 19 WHL,42492,SUV,10.2L/100km,4,4,AWD,4 Cylinder Engine,Agate Black Metallic,Gas,7.6L/100km,Black,20,5,New,25U9N204,,ST LINE | SELECT | TECH PKG | MEMORY PKG | 19 WHL
https://www.autotrader.ca/a/hyundai/santa%20fe%20sport/guelph/ontario/5_65744265_20230414192819162/,2017 Hyundai Santa Fe Sport AWD 4dr 2.0T Ultimate | HEATED SEATS!,14990,SUV,12.5L/100km,4,,AWD,4 Cylinder Engine,gry,Gas,9.6L/100km,,144800,,Used,A04635,Automatic,AWD 4dr 2.0T Ultimate | HEATED SEATS!
https://www.autotrader.ca/a/toyota/gr86/brampton/ontario/5_63705400_on20071017093327600/,2022 Toyota GR86,28995,Coupe,11.1L/100km,4,4,RWD,2.4L 4cyl,Halo,Premium Unleaded,7.7L/100km,Black,59438,4,Used,56227A,6 Speed Automatic,
https://www.autotrader.ca/a/infiniti/qx80/st.%20catharines/ontario/5_65736500_20190509200907461/,2021 Infiniti QX80 LUXE 7-Passenger,46888,SUV,17.6L/100km,8,4,AWD,8 Cylinder Engine,Moonstone White Pearl,Gas,12.2L/100km,Brown,87511,7,Used,5291,7 Speed Automatic,LUXE 7-Passenger
https://www.autotrader.ca/a/audi/tt%20rs/innisfil/ontario/5_65742402_20150831133136619/,2013 Audi TT RS 2.5T Qtro Cpe | As-Is,23800,Coupe,12.3L/100km,5,2,AWD,5 Cylinder Engine 2.5L/151CI,Grey,Gas,8.1L/100km,Black,153222,,Used,P12845,Manual,RS 2.5T Qtro Cpe | As-Is
https://www.autotrader.ca/a/gmc/sierra%201500/brantford/ontario/5_65761057_20100222130708102/,2019 GMC Sierra 1500 Elevation,35991,Crew Cab,12.6L/100km,4,4,4x4,Gas I4 2.7L/,Summit White,Gas,10.9L/100km,,114819,6,Used,E2528A,Automatic,Elevation
https://www.autotrader.ca/a/infiniti/qx55/ajax/ontario/5_65766012_on20080514103912062/,2022 Infiniti QX55,35899,SUV,,4,,4WD,4 Cylinder Engine,Hermosa Blue Pearl,Gas,,Charcoal,52745,,Used,P5372,CVT,
https://www.autotrader.ca/a/volvo/xc90%20plug-in%20hybrid/newmarket/ontario/5_65168576_20160510115917447/,2025 Volvo XC90 Plug-In Hybrid T8 AWD Plus Bright Theme 7-Seater,79850,SUV,9.1L/100km,4,4,AWD,4 Cylinder Engine,Onyx Black Metallic,Electric,8.6L/100km,Charcoal,17367,7,Used,P2835,8 Speed Automatic,T8 AWD Plus Bright Theme 7-Seater
https://www.autotrader.ca/a/ford/transit%20connect%20passenger%20wagon/toronto/ontario/5_64392647_on20080331100428312/,2021 Ford Transit Connect Passenger Wagon 7 Passenger|XLT|Nav|B.Cam|Warranty|Clean Carfax,38995,Minivan,,4,4,FWD,4 Cylinder Engine,Blue,Flexible,,Grey,52966,7,Used,10339,8 Speed Automatic,7 Passenger|XLT|Nav|B.Cam|Warranty|Clean Carfax
https://www.autotrader.ca/a/bmw/8%20series/scarborough/ontario/5_65770011_20181203165841346/,2020 BMW 8 Series M850i xDrive Gran Coupe|M CARBON EXT|EXEC PCKG|,69777,Sedan,14.5L/100km,8,4,AWD,8 Cylinder,Black,Gas,9.9L/100km,Black,55148,5,Used,STKM85IG,Automatic,M850i xDrive Gran Coupe|M CARBON EXT|EXEC PCKG|
https://www.autotrader.ca/a/hyundai/santa%20fe/ajax/ontario/5_65792866_20151211101842274/,2013 Hyundai Santa Fe FWD 4dr 2.4L Auto Premium AS-IS SPECIAL,5885,SUV,9.5L/100km,4,4,FWD,4 Cylinder Engine,Cabo Bronze Metallic,Gas,6.0L/100km,Grey,211227,5,Used,25500A,6 Speed Automatic,FWD 4dr 2.4L Auto Premium AS-IS SPECIAL
https://www.autotrader.ca/a/audi/s5/hamilton/ontario/5_65735857_20200429150542382/,2021 Audi S5 Sportback Technik,43777,Hatchback,11.5L/100km,6,4,AWD,Intercooled Turbo Premium Unleaded V-6 3.0 L/183,Gray,Gas,8.5L/100km,,92102,5,Used,S11265A,Automatic,Technik
https://www.autotrader.ca/a/audi/a8/toronto/ontario/5_62641578_20180927130850034/,2013 Audi A8 3.0T 4dr All-wheel Drive quattro Sedan Automatic,16990,Sedan,,6,4,AWD,6  Cylinder,Black,Gas,,Black,134000,5,Used,8531,Automatic,3.0T 4dr All-wheel Drive quattro Sedan Automatic
https://www.autotrader.ca/a/mercedes-benz/cle/burlington/ontario/5_65778757_20120802151526874/,"2024 Mercedes-Benz CLE 4MATIC COUPE,AMG NIGHT PKG,CARPLAY,ANDROID AUTO",64999,Coupe,,4,2,AWD,4 Cylinder Engine,Black,Gas,,Black,870,4,Used,16042,Automatic,"4MATIC COUPE,AMG NIGHT PKG,CARPLAY,ANDROID AUTO"
https://www.autotrader.ca/a/toyota/venza/north%20york/ontario/5_65765977_20210208140459017/,2021 Toyota Venza XLE AWD*Leather*ToyotaCPO*Navi*BSM*SUPERMINT!,34880,SUV,5.9L/100km,4,4,AWD,4 Cylinder Engine,Dark Grey,Gasoline Hybrid,6.4L/100km,Black,48000,5,Used,,CVT,XLE AWD*Leather*ToyotaCPO*Navi*BSM*SUPERMINT!
https://www.autotrader.ca/a/nissan/sentra/oakville/ontario/5_65054184_20131009075801477/,2024 Nissan Sentra SV | AUTO | CARPLAY | B\U CAM | RTM STARTER,27950,Sedan,7.3L/100km,4,4,FWD,4 Cylinder Engine,Aspen White TriCoat,Gas,5.8L/100km,Black,19956,5,Used,DR332,CVT,SV | AUTO | CARPLAY | B\U CAM | RTM STARTER
https://www.autotrader.ca/a/audi/q4%20e-tron%20sportback/north%20york/ontario/5_65378710_20210208140459017/,2022 Audi Q4 e-tron Sportback Technik*Panoramic*Navi*BSM*Camera*Cruise&More,43880,SUV,,,4,AWD,,Grey,Electric,,Black,25000,5,Used,WA142BFZ0NP048006,1 Speed Automatic,Technik*Panoramic*Navi*BSM*Camera*Cruise&More
https://www.autotrader.ca/a/acura/mdx/markham/ontario/5_65524292_on20071217113451578/,2020 Acura MDX Tech Plus Heated Seats | CarPlay | NAVI | Sunroof,29399,SUV,12.3L/100km,6,4,AWD,V6 Cylinder Engine 3.5L,Platinum White Pearl,Gas,9.2L/100km,Black,78858,,Used,P12371,Automatic,Tech Plus Heated Seats | CarPlay | NAVI | Sunroof
https://www.autotrader.ca/a/subaru/wrx/mississauga/ontario/5_65785133_20221122192159559/,2015 Subaru WRX 3 Years Warranty,17800,Sedan,12.4L/100km,4,,AWD,4 Cylinder Engine,Ice Silver Metallic,Gas,9.4L/100km,Black,87601,5,Used,8031A,Automatic,3 Years Warranty
